"","value_sqft","qrtmile","dist","condition","medInc","vacRate"
"1",35.1685393258,0,1395.38366161,0,17855,0.155726573110005
"2",35.1685393258,0,1442.20855547,0,17855,0.155726573110005
"3",35.1685393258,0,1453.95074309,0,17855,0.155726573110005
"4",35.1685393258,0,1466.00370011,0,17855,0.155726573110005
"5",10,0,1477.80683336,0,17855,0.155726573110005
"6",21.2359550562,0,1489.42647623,0,17855,0.155726573110005
"7",10,0,1501.1007848,0,17855,0.155726573110005
"8",35.1685393258,0,1512.92110737,0,17855,0.155726573110005
"9",35.1685393258,0,1524.7539902,0,17855,0.155726573110005
"10",35.1685393258,0,1536.46845118,0,17855,0.155726573110005
"11",38.9298892989,1,637.605908791,0,14017,0.138178913738019
"12",47.3572938689,1,627.743893356,0,14017,0.138178913738019
"13",72.905982906,1,773.825219851,0,14017,0.138178913738019
"14",36.0606060606,1,626.221093141,0,14017,0.138178913738019
"15",75,1,766.156588314,0,14017,0.138178913738019
"16",42.9464285714,1,758.657549803,0,14017,0.138178913738019
"17",41.1686232657,1,577.028946198,0,14017,0.138178913738019
"18",42.9464285714,1,751.66432976,0,14017,0.138178913738019
"19",72.5806451613,1,744.87118328,0,14017,0.138178913738019
"20",84.2911877395,1,558.215172218,0,14017,0.138178913738019
"21",37.0714285714,1,738.607776005,0,14017,0.138178913738019
"22",87.983706721,1,548.183024727,0,14017,0.138178913738019
"23",73.5593220339,1,552.141881095,0,14017,0.138178913738019
"24",64.7857142857,1,725.755750498,0,14017,0.138178913738019
"25",71.9430485762,1,546.917383006,0,14017,0.138178913738019
"26",37.0714285714,1,719.589585773,0,14017,0.138178913738019
"27",72.7815699659,1,540.304869492,0,14017,0.138178913738019
"28",26.2142857143,1,713.652874519,0,14017,0.138178913738019
"29",73.8224637681,1,541.563728706,0,14017,0.138178913738019
"30",37.0714285714,1,708.311686925,0,14017,0.138178913738019
"31",81.7427385892,1,539.740631501,0,14017,0.138178913738019
"32",37.0714285714,1,703.524312032,0,14017,0.138178913738019
"33",16.1428571429,1,693.305128028,0,14017,0.138178913738019
"34",37.0714285714,1,686.747915962,0,14017,0.138178913738019
"35",37.0714285714,1,682.850344532,0,14017,0.138178913738019
"36",74.2857142857,1,679.066861047,0,14017,0.138178913738019
"37",26.2142857143,1,675.153675447,0,14017,0.138178913738019
"38",37.0714285714,1,671.103465973,0,14017,0.138178913738019
"39",40.9808811305,1,667.783610086,0,14017,0.138178913738019
"40",37.0714285714,1,664.746839166,0,14017,0.138178913738019
"41",37.0714285714,1,662.186943945,0,14017,0.138178913738019
"42",37.0714285714,1,660.335483923,0,14017,0.138178913738019
"43",94.5165945166,1,654.735694945,0,14017,0.138178913738019
"44",95.0937950938,1,653.028931377,0,14017,0.138178913738019
"45",44.6705426357,1,651.50739437,0,14017,0.138178913738019
"46",26.9965277778,1,1050.10257777,0,17855,0.155726573110005
"47",27.6909722222,1,1062.95587014,0,17855,0.155726573110005
"48",32.8955597248,1,1130.84345775,0,17855,0.155726573110005
"49",26.9965277778,1,1144.18935245,0,17855,0.155726573110005
"50",26.9965277778,1,1157.45893411,0,17855,0.155726573110005
"51",15.4513888889,1,1170.00296521,0,17855,0.155726573110005
"52",10.9375,1,1184.42444292,0,17855,0.155726573110005
"53",26.9965277778,1,1197.58033922,0,17855,0.155726573110005
"54",26.9965277778,1,1210.70599281,0,17855,0.155726573110005
"55",26.9965277778,1,1260.50528642,0,17855,0.155726573110005
"56",6.72743055556,1,1273.67860265,0,17855,0.155726573110005
"57",41.1764705882,0,1328.76832204,0,17855,0.155726573110005
"58",19.1732629727,0,2255.81032507,0,18329,0.101718213058419
"59",33.8095238095,0,2336.43846359,0,18329,0.101718213058419
"60",24.6262093228,0,2265.26520461,0,18329,0.101718213058419
"61",33.8095238095,0,2345.5608243,0,18329,0.101718213058419
"62",24.6262093228,0,2274.93064843,0,18329,0.101718213058419
"63",33.8095238095,0,2355.08806212,0,18329,0.101718213058419
"64",19.1732629727,0,2284.26345379,0,18329,0.101718213058419
"65",33.8095238095,0,2364.67581974,0,18329,0.101718213058419
"66",19.1732629727,0,2293.1188019,0,18329,0.101718213058419
"67",33.8095238095,0,2374.21116871,0,18329,0.101718213058419
"68",24.6262093228,0,2302.32483316,0,18329,0.101718213058419
"69",33.8095238095,0,2383.78186495,0,18329,0.101718213058419
"70",23.2558139535,0,2311.46727665,0,18329,0.101718213058419
"71",33.8095238095,0,2393.52833407,0,18329,0.101718213058419
"72",39.6577380952,0,3191.93918337,0,14451,0.0971615720524018
"73",43.1913116124,0,3381.00513853,0,14451,0.0971615720524018
"74",43.1913116124,0,3442.16917022,0,14451,0.0971615720524018
"75",24.8120300752,0,3394.79026865,0,14451,0.0971615720524018
"76",43.1913116124,0,3455.94068545,0,14451,0.0971615720524018
"77",43.1913116124,0,3408.72907465,0,14451,0.0971615720524018
"78",43.1913116124,0,3469.59937153,0,14451,0.0971615720524018
"79",43.1913116124,0,3422.38977036,0,14451,0.0971615720524018
"80",43.1913116124,0,3483.20168728,0,14451,0.0971615720524018
"81",24.7284878864,0,3436.12417174,0,14451,0.0971615720524018
"82",43.1913116124,0,3496.80292887,0,14451,0.0971615720524018
"83",24.7284878864,0,3449.41100261,0,14451,0.0971615720524018
"84",43.1913116124,0,3510.62769973,0,14451,0.0971615720524018
"85",43.1913116124,0,3463.0502076,0,14451,0.0971615720524018
"86",33.8095238095,0,2403.37626515,0,18329,0.101718213058419
"87",33.8095238095,0,2413.60460045,0,18329,0.101718213058419
"88",33.8095238095,0,2424.65425184,0,18329,0.101718213058419
"89",39.6577380952,0,3019.31859381,0,14451,0.0971615720524018
"90",39.6577380952,0,3031.92949585,0,14451,0.0971615720524018
"91",39.6577380952,0,3044.77158481,0,14451,0.0971615720524018
"92",39.6577380952,0,3057.52155835,0,14451,0.0971615720524018
"93",39.6577380952,0,3068.82539246,0,14451,0.0971615720524018
"94",39.6577380952,0,3076.18473154,0,14451,0.0971615720524018
"95",37.7232142857,0,3083.40602304,0,14451,0.0971615720524018
"96",39.6577380952,0,3094.06748263,0,14451,0.0971615720524018
"97",39.6577380952,0,3106.94097355,0,14451,0.0971615720524018
"98",39.6577380952,0,3119.88608556,0,14451,0.0971615720524018
"99",54.8363095238,0,3132.90433703,1,14451,0.0971615720524018
"100",39.6577380952,0,3145.98727446,0,14451,0.0971615720524018
"101",39.6577380952,0,3159.17180171,0,14451,0.0971615720524018
"102",39.6577380952,0,3063.94924389,0,14451,0.0971615720524018
"103",39.6577380952,0,3172.66318024,0,14451,0.0971615720524018
"104",20.9821428571,0,3077.24720768,0,14451,0.0971615720524018
"105",39.6577380952,0,3217.68761419,0,14451,0.0971615720524018
"106",39.6577380952,0,3090.46622428,0,14451,0.0971615720524018
"107",39.6577380952,0,3231.13588454,0,14451,0.0971615720524018
"108",39.6577380952,0,3103.75089145,0,14451,0.0971615720524018
"109",39.6577380952,0,3244.72360773,0,14451,0.0971615720524018
"110",39.6577380952,0,3150.64822919,0,14451,0.0971615720524018
"111",39.6577380952,0,3258.4006815,0,14451,0.0971615720524018
"112",39.6577380952,0,3164.67722173,0,14451,0.0971615720524018
"113",39.6577380952,0,3178.38217206,0,14451,0.0971615720524018
"114",35.1685393258,0,1548.31042288,0,17855,0.155726573110005
"115",35.1685393258,0,1560.40132188,0,17855,0.155726573110005
"116",35.1685393258,0,1572.55483152,0,17855,0.155726573110005
"117",24.0863787375,0,1816.76196179,0,18329,0.101718213058419
"118",24.0863787375,0,1821.21209503,0,18329,0.101718213058419
"119",24.0863787375,0,1826.23805918,0,18329,0.101718213058419
"120",24.0863787375,0,1831.11204789,0,18329,0.101718213058419
"121",24.0863787375,0,1836.22794814,0,18329,0.101718213058419
"122",24.0863787375,0,1841.37076141,0,18329,0.101718213058419
"123",22.9813664596,0,1846.949626,0,18329,0.101718213058419
"124",24.0863787375,0,1852.38205925,0,18329,0.101718213058419
"125",24.0863787375,0,1857.50462008,0,18329,0.101718213058419
"126",24.0863787375,0,1863.50979793,0,18329,0.101718213058419
"127",24.0863787375,0,1869.54967911,0,18329,0.101718213058419
"128",24.0863787375,0,1875.16705466,0,18329,0.101718213058419
"129",24.0863787375,0,1880.93158455,0,18329,0.101718213058419
"130",24.0863787375,0,1886.87119934,0,18329,0.101718213058419
"131",24.0863787375,0,1892.81592253,0,18329,0.101718213058419
"132",24.0863787375,0,1898.72111735,0,18329,0.101718213058419
"133",24.0863787375,0,1905.27190626,0,18329,0.101718213058419
"134",18.3554817276,0,1912.12278428,0,18329,0.101718213058419
"135",18.3554817276,0,1917.73828376,0,18329,0.101718213058419
"136",18.3554817276,0,1924.55740472,0,18329,0.101718213058419
"137",18.3554817276,0,1931.23948029,0,18329,0.101718213058419
"138",9.13621262458,0,1937.75079207,0,18329,0.101718213058419
"139",24.0863787375,0,1944.39517409,0,18329,0.101718213058419
"140",9.13621262458,0,1959.99193162,0,18329,0.101718213058419
"141",18.3554817276,0,1966.81247062,0,18329,0.101718213058419
"142",24.0863787375,0,1973.43724683,0,18329,0.101718213058419
"143",41.1764705882,0,2136.03661427,0,18329,0.101718213058419
"144",41.1267605634,0,2144.52505158,0,18329,0.101718213058419
"145",33.8095238095,0,2152.64478115,0,18329,0.101718213058419
"146",33.8095238095,0,2160.71184063,0,18329,0.101718213058419
"147",33.8095238095,0,2168.81016189,0,18329,0.101718213058419
"148",33.8095238095,0,2177.01367258,0,18329,0.101718213058419
"149",33.8095238095,0,2185.16794116,0,18329,0.101718213058419
"150",33.8095238095,0,2193.51789382,0,18329,0.101718213058419
"151",33.8095238095,0,2201.95314797,0,18329,0.101718213058419
"152",33.8095238095,0,2210.39334137,0,18329,0.101718213058419
"153",33.8095238095,0,2218.94676313,0,18329,0.101718213058419
"154",33.8095238095,0,2227.6561105,0,18329,0.101718213058419
"155",33.8095238095,0,2236.31299977,0,18329,0.101718213058419
"156",33.8095238095,0,2245.19780583,0,18329,0.101718213058419
"157",33.8095238095,0,2254.04907799,0,18329,0.101718213058419
"158",33.8095238095,0,2263.03281368,0,18329,0.101718213058419
"159",33.8095238095,0,2271.92156736,0,18329,0.101718213058419
"160",33.8095238095,0,2280.8907202,0,18329,0.101718213058419
"161",33.8095238095,0,2290.13670019,0,18329,0.101718213058419
"162",33.8095238095,0,2298.79586557,0,18329,0.101718213058419
"163",33.8095238095,0,2308.21574714,0,18329,0.101718213058419
"164",24.6262093228,0,2237.5394594,0,18329,0.101718213058419
"165",33.8095238095,0,2317.62770686,0,18329,0.101718213058419
"166",24.6262093228,0,2246.6058,0,18329,0.101718213058419
"167",23.6263736264,0,2327.10258388,0,18329,0.101718213058419
"168",52.5669642857,0,4317.36155909,0,23233,0.246585735963581
"169",52.5669642857,0,4323.20907854,0,23233,0.246585735963581
"170",52.5669642857,0,4329.20001341,0,23233,0.246585735963581
"171",40.78125,0,4246.68429587,0,23233,0.246585735963581
"172",38.90625,0,4334.22804218,0,23233,0.246585735963581
"173",70.6597222222,0,7204.47055247,0,28170,0.20281124497992
"174",58.3079268293,0,7337.53155001,0,28170,0.20281124497992
"175",70.6597222222,0,7203.47756537,0,28170,0.20281124497992
"176",57.6981707317,0,7335.27898953,0,28170,0.20281124497992
"177",43.1913116124,0,3523.84855562,0,14451,0.0971615720524018
"178",43.1913116124,0,3537.39309298,0,14451,0.0971615720524018
"179",43.1913116124,0,3490.31525301,0,14451,0.0971615720524018
"180",43.1913116124,0,3551.46343293,0,14451,0.0971615720524018
"181",43.1913116124,0,3503.74884946,0,14451,0.0971615720524018
"182",43.1913116124,0,3565.17369916,0,14451,0.0971615720524018
"183",43.1913116124,0,3517.39138044,0,14451,0.0971615720524018
"184",43.1913116124,0,3578.5435789,0,14451,0.0971615720524018
"185",43.1913116124,0,3592.61745198,0,14451,0.0971615720524018
"186",43.1913116124,0,3545.81440924,0,14451,0.0971615720524018
"187",43.1913116124,0,3606.74326773,0,14451,0.0971615720524018
"188",43.1913116124,0,3559.77030844,0,14451,0.0971615720524018
"189",8.60484544695,0,3620.14136505,0,14451,0.0971615720524018
"190",8.60484544695,0,3632.82735475,0,14451,0.0971615720524018
"191",43.1913116124,0,3587.96897858,0,14451,0.0971615720524018
"192",43.1913116124,0,3645.82340408,0,14451,0.0971615720524018
"193",43.1913116124,0,3659.89809284,0,14451,0.0971615720524018
"194",43.1913116124,0,3616.09996471,0,14451,0.0971615720524018
"195",43.1913116124,0,3674.27870926,0,14451,0.0971615720524018
"196",43.1913116124,0,3629.32443134,0,14451,0.0971615720524018
"197",43.1913116124,0,3643.21536647,0,14451,0.0971615720524018
"198",43.1913116124,0,3658.09020149,0,14451,0.0971615720524018
"199",43.1913116124,0,3672.81749523,0,14451,0.0971615720524018
"200",43.1913116124,0,3702.06064453,0,14451,0.0971615720524018
"201",43.1913116124,0,3714.59814885,0,14451,0.0971615720524018
"202",43.1913116124,0,3727.93481989,0,14451,0.0971615720524018
"203",8.27067669173,0,3744.29813373,0,14451,0.0971615720524018
"204",40.78125,0,3919.35608256,0,23233,0.246585735963581
"205",40.78125,0,3933.5638057,0,23233,0.246585735963581
"206",40.78125,0,3947.6370815,0,23233,0.246585735963581
"207",40.78125,0,3961.72344819,0,23233,0.246585735963581
"208",40.78125,0,3975.82284942,0,23233,0.246585735963581
"209",39.9394856278,0,3872.23701116,0,23233,0.246585735963581
"210",8.125,0,3989.93514752,0,23233,0.246585735963581
"211",43.039049236,0,3885.73866032,0,23233,0.246585735963581
"212",40.78125,0,4004.06073517,0,23233,0.246585735963581
"213",43.039049236,0,3898.73198252,0,23233,0.246585735963581
"214",40.78125,0,4018.19843826,0,23233,0.246585735963581
"215",43.039049236,0,3910.81582485,0,23233,0.246585735963581
"216",40.78125,0,4032.34905047,0,23233,0.246585735963581
"217",43.039049236,0,3923.47724829,0,23233,0.246585735963581
"218",40.78125,0,4046.51182059,0,23233,0.246585735963581
"219",40.8948194662,0,3937.05279868,0,23233,0.246585735963581
"220",40.78125,0,4060.68723755,0,23233,0.246585735963581
"221",43.039049236,0,3949.72742578,0,23233,0.246585735963581
"222",40.78125,0,4074.87486306,0,23233,0.246585735963581
"223",43.039049236,0,3962.71659396,0,23233,0.246585735963581
"224",40.78125,0,4089.07457,0,23233,0.246585735963581
"225",40.78125,0,3976.46214986,0,23233,0.246585735963581
"226",40.78125,0,4103.28592241,0,23233,0.246585735963581
"227",40.78125,0,3990.98149235,0,23233,0.246585735963581
"228",40.78125,0,4117.50941737,0,23233,0.246585735963581
"229",40.78125,0,4005.33550329,0,23233,0.246585735963581
"230",40.78125,0,4131.74462237,0,23233,0.246585735963581
"231",40.78125,0,4019.78940279,0,23233,0.246585735963581
"232",40.78125,0,4145.99141674,0,23233,0.246585735963581
"233",40.78125,0,4034.3960698,0,23233,0.246585735963581
"234",40.78125,0,4160.24999266,0,23233,0.246585735963581
"235",40.78125,0,4048.8051236,0,23233,0.246585735963581
"236",40.78125,0,4174.51992171,0,23233,0.246585735963581
"237",40.78125,0,4063.01410367,0,23233,0.246585735963581
"238",40.78125,0,4188.87600086,0,23233,0.246585735963581
"239",40.78125,0,4077.54743432,0,23233,0.246585735963581
"240",40.78125,0,4092.27246389,0,23233,0.246585735963581
"241",23.359375,0,4217.73338168,0,23233,0.246585735963581
"242",40.78125,0,4106.94190483,0,23233,0.246585735963581
"243",40.78125,0,4232.21365117,0,23233,0.246585735963581
"244",40.78125,0,4121.82914164,0,23233,0.246585735963581
"245",40.78125,0,4136.48318866,0,23233,0.246585735963581
"246",40.78125,0,4260.72534925,0,23233,0.246585735963581
"247",40.78125,0,4150.93136111,0,23233,0.246585735963581
"248",40.78125,0,4275.24107216,0,23233,0.246585735963581
"249",40.78125,0,4172.90764407,0,23233,0.246585735963581
"250",41.1680911681,0,4290.65958544,0,23233,0.246585735963581
"251",40.0862068966,0,4299.09523643,0,23233,0.246585735963581
"252",41.5887850467,0,4305.68451976,0,23233,0.246585735963581
"253",52.5669642857,0,4311.78880331,0,23233,0.246585735963581
"254",54.6527777778,0,7183.3207637,0,28170,0.20281124497992
"255",60.7038123167,0,7333.93703756,0,28170,0.20281124497992
"256",54.7916666667,0,7184.68549518,0,28170,0.20281124497992
"257",56.1176470588,0,7350.99457268,0,28170,0.20281124497992
"258",54.7916666667,0,7186.30740157,0,28170,0.20281124497992
"259",52.0325203252,0,7352.12259553,0,28170,0.20281124497992
"260",54.3981481481,0,7354.47612245,0,28170,0.20281124497992
"261",54.9189814815,0,7356.32051745,0,28170,0.20281124497992
"262",63.8310185185,0,7357.8067499,0,28170,0.20281124497992
"263",63.8310185185,0,7358.73173199,0,28170,0.20281124497992
"264",44.8214285714,0,7360.68495675,0,28170,0.20281124497992
"265",51.46484375,0,7361.88986353,0,28170,0.20281124497992
"266",54.5185185185,0,7208.6831471,0,28170,0.20281124497992
"267",54.7407407407,0,7398.28488323,0,28170,0.20281124497992
"268",54.5185185185,0,7248.5100532,0,28170,0.20281124497992
"269",54.7407407407,0,7400.78073617,0,28170,0.20281124497992
"270",54.5185185185,0,7251.09678322,0,28170,0.20281124497992
"271",54.7407407407,0,7403.65319626,0,28170,0.20281124497992
"272",54.5185185185,0,7253.9413151,0,28170,0.20281124497992
"273",54.7407407407,0,7406.50609345,0,28170,0.20281124497992
"274",54.5185185185,0,7256.64390943,0,28170,0.20281124497992
"275",54.7407407407,0,7409.09031801,0,28170,0.20281124497992
"276",54.5185185185,0,7259.42126083,0,28170,0.20281124497992
"277",54.7407407407,0,7411.90270047,0,28170,0.20281124497992
"278",54.5185185185,0,7262.87248978,0,28170,0.20281124497992
"279",54.7407407407,0,7415.03878216,0,28170,0.20281124497992
"280",54.5185185185,0,7265.47683366,0,28170,0.20281124497992
"281",54.7407407407,0,7359.23402438,0,28170,0.20281124497992
"282",54.5185185185,0,7210.59659391,0,28170,0.20281124497992
"283",54.7407407407,0,7361.58668579,0,28170,0.20281124497992
"284",54.5185185185,0,7212.58425318,0,28170,0.20281124497992
"285",54.7407407407,0,7363.16013894,0,28170,0.20281124497992
"286",54.5185185185,0,7214.54204596,0,28170,0.20281124497992
"287",54.7407407407,0,7365.48226654,0,28170,0.20281124497992
"288",54.5185185185,0,7216.35494935,0,28170,0.20281124497992
"289",54.7407407407,0,7367.42805832,0,28170,0.20281124497992
"290",26.7407407407,0,7218.85771873,0,28170,0.20281124497992
"291",54.7407407407,0,7369.66229804,0,28170,0.20281124497992
"292",54.5185185185,0,7220.51160206,0,28170,0.20281124497992
"293",54.7407407407,0,7371.73235184,0,28170,0.20281124497992
"294",54.5185185185,0,7223.0947728,0,28170,0.20281124497992
"295",54.7407407407,0,7373.83017402,0,28170,0.20281124497992
"296",65.3333333333,0,7224.73247205,0,28170,0.20281124497992
"297",54.7407407407,0,7376.08025143,0,28170,0.20281124497992
"298",54.5185185185,0,7227.15936786,0,28170,0.20281124497992
"299",54.7407407407,0,7378.35650329,0,28170,0.20281124497992
"300",54.5185185185,0,7229.74663934,0,28170,0.20281124497992
"301",54.7407407407,0,7380.94445292,0,28170,0.20281124497992
"302",54.5185185185,0,7232.00734147,0,28170,0.20281124497992
"303",54.7407407407,0,7383.3954933,0,28170,0.20281124497992
"304",54.5185185185,0,7240.77522689,0,28170,0.20281124497992
"305",54.7407407407,0,7393.03548427,0,28170,0.20281124497992
"306",54.5185185185,0,7243.10497507,0,28170,0.20281124497992
"307",54.7407407407,0,7395.49623449,0,28170,0.20281124497992
"308",96.8148148148,0,7246.24187097,1,28170,0.20281124497992
"309",70.6597222222,0,7202.60454707,0,28170,0.20281124497992
"310",57.6981707317,0,7334.94228393,0,28170,0.20281124497992
"311",70.6597222222,0,7201.44685952,0,28170,0.20281124497992
"312",57.6981707317,0,7333.90783846,0,28170,0.20281124497992
"313",70.6597222222,0,7200.57093907,0,28170,0.20281124497992
"314",57.6981707317,0,7332.96908082,0,28170,0.20281124497992
"315",70.6597222222,0,7199.65633051,0,28170,0.20281124497992
"316",59.756097561,0,7331.67540576,0,28170,0.20281124497992
"317",70.6597222222,0,7199.14508922,0,28170,0.20281124497992
"318",70.8703374778,0,7206.6950085,0,28170,0.20281124497992
"319",59.756097561,0,7330.48638389,0,28170,0.20281124497992
"320",70.8703374778,0,7205.8783833,0,28170,0.20281124497992
"321",55.1388888889,0,7329.25007656,0,28170,0.20281124497992
"322",70.7815275311,0,7204.99103765,0,28170,0.20281124497992
"323",55.1388888889,0,7328.81574184,0,28170,0.20281124497992
"324",70.7815275311,0,7204.30329894,0,28170,0.20281124497992
"325",55.1388888889,0,7328.12771065,0,28170,0.20281124497992
"326",70.7815275311,0,7203.35977582,0,28170,0.20281124497992
"327",69.2810457516,0,7327.45587577,0,28170,0.20281124497992
"328",70.4385964912,0,7202.6357253,0,28170,0.20281124497992
"329",55.1388888889,0,7326.91357103,0,28170,0.20281124497992
"330",55.1388888889,0,7326.33680705,0,28170,0.20281124497992
"331",55.1388888889,0,7325.84847245,0,28170,0.20281124497992
"332",60.8,0,7181.79223179,0,28170,0.20281124497992
"333",55.1388888889,0,7325.52335375,0,28170,0.20281124497992
"334",63.4615384615,0,7181.68844581,0,28170,0.20281124497992
"335",55.1388888889,0,7325.27879628,0,28170,0.20281124497992
"336",63.2624113475,0,7181.29367298,0,28170,0.20281124497992
"337",55.1388888889,0,7324.82470863,0,28170,0.20281124497992
"338",63.2624113475,0,7180.94957978,0,28170,0.20281124497992
